,Date,CCI,BCI,inflation_rate,CSI,inflation_expectation
1341,2022-09-03,96.66,99.54,8.2,58.6,4.7
1342,2022-09-04,96.66,99.54,8.2,58.6,4.7
1343,2022-09-05,96.66,99.54,8.2,58.6,4.7
1344,2022-09-06,96.66,99.54,8.2,58.6,4.7
1345,2022-09-07,96.66,99.54,8.2,58.6,4.7
1346,2022-09-08,96.66,99.54,8.2,58.6,4.7
1347,2022-09-09,96.66,99.54,8.2,58.6,4.7
1348,2022-09-10,96.66,99.54,8.2,58.6,4.7
1349,2022-09-11,96.66,99.54,8.2,58.6,4.7
1350,2022-09-12,96.66,99.54,8.2,58.6,4.7
1351,2022-09-13,96.66,99.54,8.2,58.6,4.7
1352,2022-09-14,96.66,99.54,8.2,58.6,4.7
1353,2022-09-15,96.66,99.54,8.2,58.6,4.7
1354,2022-09-16,96.66,99.54,8.2,58.6,4.7
1355,2022-09-17,96.66,99.54,8.2,58.6,4.7
1356,2022-09-18,96.66,99.54,8.2,58.6,4.7
1357,2022-09-19,96.66,99.54,8.2,58.6,4.7
1358,2022-09-20,96.66,99.54,8.2,58.6,4.7
1359,2022-09-21,96.66,99.54,8.2,58.6,4.7
1360,2022-09-22,96.66,99.54,8.2,58.6,4.7
1361,2022-09-23,96.66,99.54,8.2,58.6,4.7
1362,2022-09-24,96.66,99.54,8.2,58.6,4.7
1363,2022-09-25,96.66,99.54,8.2,58.6,4.7
1364,2022-09-26,96.66,99.54,8.2,58.6,4.7
1365,2022-09-27,96.66,99.54,8.2,58.6,4.7
1366,2022-09-28,96.66,99.54,8.2,58.6,4.7
1367,2022-09-29,96.66,99.54,8.2,58.6,4.7
1368,2022-09-30,96.66,99.54,8.2,58.6,4.7
1369,2022-10-01,96.77,99.31,7.7,59.9,5.0
1370,2022-10-02,96.77,99.31,7.7,59.9,5.0
1371,2022-10-03,96.77,99.31,7.7,59.9,5.0
1372,2022-10-04,96.77,99.31,7.7,59.9,5.0
1373,2022-10-05,96.77,99.31,7.7,59.9,5.0
1374,2022-10-06,96.77,99.31,7.7,59.9,5.0
1375,2022-10-07,96.77,99.31,7.7,59.9,5.0
1376,2022-10-08,96.77,99.31,7.7,59.9,5.0
1377,2022-10-09,96.77,99.31,7.7,59.9,5.0
1378,2022-10-10,96.77,99.31,7.7,59.9,5.0
1379,2022-10-11,96.77,99.31,7.7,59.9,5.0
1380,2022-10-12,96.77,99.31,7.7,59.9,5.0
1381,2022-10-13,96.77,99.31,7.7,59.9,5.0
1382,2022-10-14,96.77,99.31,7.7,59.9,5.0
1383,2022-10-15,96.77,99.31,7.7,59.9,5.0
1384,2022-10-16,96.77,99.31,7.7,59.9,5.0
1385,2022-10-17,96.77,99.31,7.7,59.9,5.0
1386,2022-10-18,96.77,99.31,7.7,59.9,5.0
1387,2022-10-19,96.77,99.31,7.7,59.9,5.0
1388,2022-10-20,96.77,99.31,7.7,59.9,5.0
1389,2022-10-21,96.77,99.31,7.7,59.9,5.0
1390,2022-10-22,96.77,99.31,7.7,59.9,5.0
1391,2022-10-23,96.77,99.31,7.7,59.9,5.0
1392,2022-10-24,96.77,99.31,7.7,59.9,5.0
1393,2022-10-25,96.77,99.31,7.7,59.9,5.0
1394,2022-10-26,96.77,99.31,7.7,59.9,5.0
1395,2022-10-27,96.77,99.31,7.7,59.9,5.0
1396,2022-10-28,96.77,99.31,7.7,59.9,5.0
1397,2022-10-29,96.77,99.31,7.7,59.9,5.0
1398,2022-10-30,96.77,99.31,7.7,59.9,5.0
1399,2022-10-31,96.77,99.31,7.7,59.9,5.0
1400,2022-11-01,96.84,99.09,7.1,56.8,5.0
1401,2022-11-02,96.84,99.09,7.1,56.8,5.0
1402,2022-11-03,96.84,99.09,7.1,56.8,5.0
1403,2022-11-04,96.84,99.09,7.1,56.8,5.0
1404,2022-11-05,96.84,99.09,7.1,56.8,5.0
1405,2022-11-06,96.84,99.09,7.1,56.8,5.0
1406,2022-11-07,96.84,99.09,7.1,56.8,5.0
1407,2022-11-08,96.84,99.09,7.1,56.8,5.0
1408,2022-11-09,96.84,99.09,7.1,56.8,5.0
1409,2022-11-10,96.84,99.09,7.1,56.8,5.0
1410,2022-11-11,96.84,99.09,7.1,56.8,5.0
1411,2022-11-12,96.84,99.09,7.1,56.8,5.0
1412,2022-11-13,96.84,99.09,7.1,56.8,5.0
1413,2022-11-14,96.84,99.09,7.1,56.8,5.0
1414,2022-11-15,96.84,99.09,7.1,56.8,5.0
1415,2022-11-16,96.84,99.09,7.1,56.8,5.0
1416,2022-11-17,96.84,99.09,7.1,56.8,5.0
1417,2022-11-18,96.84,99.09,7.1,56.8,5.0
1418,2022-11-19,96.84,99.09,7.1,56.8,5.0
1419,2022-11-20,96.84,99.09,7.1,56.8,5.0
1420,2022-11-21,96.84,99.09,7.1,56.8,5.0
1421,2022-11-22,96.84,99.09,7.1,56.8,5.0
1422,2022-11-23,96.84,99.09,7.1,56.8,5.0
1423,2022-11-24,96.84,99.09,7.1,56.8,5.0
1424,2022-11-25,96.84,99.09,7.1,56.8,5.0
1425,2022-11-26,96.84,99.09,7.1,56.8,5.0
1426,2022-11-27,96.84,99.09,7.1,56.8,5.0
1427,2022-11-28,96.84,99.09,7.1,56.8,5.0
1428,2022-11-29,96.84,99.09,7.1,56.8,5.0
1429,2022-11-30,96.84,99.09,7.1,56.8,5.0
1430,2022-12-01,97.05,98.91,6.5,59.7,4.3
1431,2022-12-02,97.05,98.91,6.5,59.7,4.3
1432,2022-12-03,97.05,98.91,6.5,59.7,4.3
1433,2022-12-04,97.05,98.91,6.5,59.7,4.3
1434,2022-12-05,97.05,98.91,6.5,59.7,4.3
1435,2022-12-06,97.05,98.91,6.5,59.7,4.3
1436,2022-12-07,97.05,98.91,6.5,59.7,4.3
1437,2022-12-08,97.05,98.91,6.5,59.7,4.3
1438,2022-12-09,97.05,98.91,6.5,59.7,4.3
1439,2022-12-10,97.05,98.91,6.5,59.7,4.3
1440,2022-12-11,97.05,98.91,6.5,59.7,4.3
1441,2022-12-12,97.05,98.91,6.5,59.7,4.3
1442,2022-12-13,97.05,98.91,6.5,59.7,4.3
1443,2022-12-14,97.05,98.91,6.5,59.7,4.3
1444,2022-12-15,97.05,98.91,6.5,59.7,4.3
1445,2022-12-16,97.05,98.91,6.5,59.7,4.3
1446,2022-12-17,97.05,98.91,6.5,59.7,4.3
1447,2022-12-18,97.05,98.91,6.5,59.7,4.3
1448,2022-12-19,97.05,98.91,6.5,59.7,4.3
1449,2022-12-20,97.05,98.91,6.5,59.7,4.3
1450,2022-12-21,97.05,98.91,6.5,59.7,4.3
1451,2022-12-22,97.05,98.91,6.5,59.7,4.3
1452,2022-12-23,97.05,98.91,6.5,59.7,4.3
1453,2022-12-24,97.05,98.91,6.5,59.7,4.3
1454,2022-12-25,97.05,98.91,6.5,59.7,4.3
1455,2022-12-26,97.05,98.91,6.5,59.7,4.3
1456,2022-12-27,97.05,98.91,6.5,59.7,4.3
1457,2022-12-28,97.05,98.91,6.5,59.7,4.3
1458,2022-12-29,97.05,98.91,6.5,59.7,4.3
1459,2022-12-30,97.05,98.91,6.5,59.7,4.3
1460,2022-12-31,97.05,98.91,6.5,59.7,4.3
1461,2023-01-01,97.35,98.77,6.4,64.9,3.9
1462,2023-01-02,97.35,98.77,6.4,64.9,3.9
1463,2023-01-03,97.35,98.77,6.4,64.9,3.9
1464,2023-01-04,97.35,98.77,6.4,64.9,3.9
1465,2023-01-05,97.35,98.77,6.4,64.9,3.9
1466,2023-01-06,97.35,98.77,6.4,64.9,3.9
1467,2023-01-07,97.35,98.77,6.4,64.9,3.9
1468,2023-01-08,97.35,98.77,6.4,64.9,3.9
1469,2023-01-09,97.35,98.77,6.4,64.9,3.9
1470,2023-01-10,97.35,98.77,6.4,64.9,3.9
1471,2023-01-11,97.35,98.77,6.4,64.9,3.9
1472,2023-01-12,97.35,98.77,6.4,64.9,3.9
1473,2023-01-13,97.35,98.77,6.4,64.9,3.9
1474,2023-01-14,97.35,98.77,6.4,64.9,3.9
1475,2023-01-15,97.35,98.77,6.4,64.9,3.9
1476,2023-01-16,97.35,98.77,6.4,64.9,3.9
1477,2023-01-17,97.35,98.77,6.4,64.9,3.9
1478,2023-01-18,97.35,98.77,6.4,64.9,3.9
1479,2023-01-19,97.35,98.77,6.4,64.9,3.9
1480,2023-01-20,97.35,98.77,6.4,64.9,3.9
1481,2023-01-21,97.35,98.77,6.4,64.9,3.9
1482,2023-01-22,97.35,98.77,6.4,64.9,3.9
1483,2023-01-23,97.35,98.77,6.4,64.9,3.9
1484,2023-01-24,97.35,98.77,6.4,64.9,3.9
1485,2023-01-25,97.35,98.77,6.4,64.9,3.9
1486,2023-01-26,97.35,98.77,6.4,64.9,3.9
1487,2023-01-27,97.35,98.77,6.4,64.9,3.9
1488,2023-01-28,97.35,98.77,6.4,64.9,3.9
1489,2023-01-29,97.35,98.77,6.4,64.9,3.9
1490,2023-01-30,97.35,98.77,6.4,64.9,3.9
1491,2023-01-31,97.35,98.77,6.4,64.9,3.9
1492,2023-02-01,97.46,98.67,6.0,66.9,4.2
1493,2023-02-02,97.46,98.67,6.0,66.9,4.2
1494,2023-02-03,97.46,98.67,6.0,66.9,4.2
1495,2023-02-04,97.46,98.67,6.0,66.9,4.2
1496,2023-02-05,97.46,98.67,6.0,66.9,4.2
1497,2023-02-06,97.46,98.67,6.0,66.9,4.2
1498,2023-02-07,97.46,98.67,6.0,66.9,4.2
1499,2023-02-08,97.46,98.67,6.0,66.9,4.2
1500,2023-02-09,97.46,98.67,6.0,66.9,4.2
1501,2023-02-10,97.46,98.67,6.0,66.9,4.2
1502,2023-02-11,97.46,98.67,6.0,66.9,4.2
1503,2023-02-12,97.46,98.67,6.0,66.9,4.2
1504,2023-02-13,97.46,98.67,6.0,66.9,4.2
1505,2023-02-14,97.46,98.67,6.0,66.9,4.2
1506,2023-02-15,97.46,98.67,6.0,66.9,4.2
1507,2023-02-16,97.46,98.67,6.0,66.9,4.2
1508,2023-02-17,97.46,98.67,6.0,66.9,4.2
1509,2023-02-18,97.46,98.67,6.0,66.9,4.2
1510,2023-02-19,97.46,98.67,6.0,66.9,4.2
1511,2023-02-20,97.46,98.67,6.0,66.9,4.2
1512,2023-02-21,97.46,98.67,6.0,66.9,4.2
1513,2023-02-22,97.46,98.67,6.0,66.9,4.2
1514,2023-02-23,97.46,98.67,6.0,66.9,4.2
1515,2023-02-24,97.46,98.67,6.0,66.9,4.2
1516,2023-02-25,97.46,98.67,6.0,66.9,4.2
1517,2023-02-26,97.46,98.67,6.0,66.9,4.2
1518,2023-02-27,97.46,98.67,6.0,66.9,4.2
1519,2023-02-28,97.46,98.67,6.0,66.9,4.2
1520,2023-03-01,97.35,98.58,5.0,62.0,3.6
1521,2023-03-02,97.35,98.58,5.0,62.0,3.6
1522,2023-03-03,97.35,98.58,5.0,62.0,3.6
1523,2023-03-04,97.35,98.58,5.0,62.0,3.6
1524,2023-03-05,97.35,98.58,5.0,62.0,3.6
1525,2023-03-06,97.35,98.58,5.0,62.0,3.6
1526,2023-03-07,97.35,98.58,5.0,62.0,3.6
1527,2023-03-08,97.35,98.58,5.0,62.0,3.6
1528,2023-03-09,97.35,98.58,5.0,62.0,3.6
1529,2023-03-10,97.35,98.58,5.0,62.0,3.6
1530,2023-03-11,97.35,98.58,5.0,62.0,3.6
1531,2023-03-12,97.35,98.58,5.0,62.0,3.6
1532,2023-03-13,97.35,98.58,5.0,62.0,3.6
1533,2023-03-14,97.35,98.58,5.0,62.0,3.6
1534,2023-03-15,97.35,98.58,5.0,62.0,3.6
1535,2023-03-16,97.35,98.58,5.0,62.0,3.6
1536,2023-03-17,97.35,98.58,5.0,62.0,3.6
1537,2023-03-18,97.35,98.58,5.0,62.0,3.6
1538,2023-03-19,97.35,98.58,5.0,62.0,3.6
1539,2023-03-20,97.35,98.58,5.0,62.0,3.6
1540,2023-03-21,97.35,98.58,5.0,62.0,3.6
1541,2023-03-22,97.35,98.58,5.0,62.0,3.6
1542,2023-03-23,97.35,98.58,5.0,62.0,3.6
1543,2023-03-24,97.35,98.58,5.0,62.0,3.6
1544,2023-03-25,97.35,98.58,5.0,62.0,3.6
1545,2023-03-26,97.35,98.58,5.0,62.0,3.6
1546,2023-03-27,97.35,98.58,5.0,62.0,3.6
1547,2023-03-28,97.35,98.58,5.0,62.0,3.6
1548,2023-03-29,97.35,98.58,5.0,62.0,3.6
1549,2023-03-30,97.35,98.58,5.0,62.0,3.6
1550,2023-03-31,97.35,98.58,5.0,62.0,3.6
1551,2023-04-01,97.26,98.56,4.9,63.7,4.7
1552,2023-04-02,97.26,98.56,4.9,63.7,4.7
1553,2023-04-03,97.26,98.56,4.9,63.7,4.7
1554,2023-04-04,97.26,98.56,4.9,63.7,4.7
1555,2023-04-05,97.26,98.56,4.9,63.7,4.7
1556,2023-04-06,97.26,98.56,4.9,63.7,4.7
1557,2023-04-07,97.26,98.56,4.9,63.7,4.7
1558,2023-04-08,97.26,98.56,4.9,63.7,4.7
1559,2023-04-09,97.26,98.56,4.9,63.7,4.7
1560,2023-04-10,97.26,98.56,4.9,63.7,4.7
1561,2023-04-11,97.26,98.56,4.9,63.7,4.7
1562,2023-04-12,97.26,98.56,4.9,63.7,4.7
1563,2023-04-13,97.26,98.56,4.9,63.7,4.7
1564,2023-04-14,97.26,98.56,4.9,63.7,4.7
1565,2023-04-15,97.26,98.56,4.9,63.7,4.7
1566,2023-04-16,97.26,98.56,4.9,63.7,4.7
1567,2023-04-17,97.26,98.56,4.9,63.7,4.7
1568,2023-04-18,97.26,98.56,4.9,63.7,4.7
1569,2023-04-19,97.26,98.56,4.9,63.7,4.7
1570,2023-04-20,97.26,98.56,4.9,63.7,4.7
1571,2023-04-21,97.26,98.56,4.9,63.7,4.7
1572,2023-04-22,97.26,98.56,4.9,63.7,4.7
1573,2023-04-23,97.26,98.56,4.9,63.7,4.7
1574,2023-04-24,97.26,98.56,4.9,63.7,4.7
1575,2023-04-25,97.26,98.56,4.9,63.7,4.7
1576,2023-04-26,97.26,98.56,4.9,63.7,4.7
1577,2023-04-27,97.26,98.56,4.9,63.7,4.7
1578,2023-04-28,97.26,98.56,4.9,63.7,4.7
1579,2023-04-29,97.26,98.56,4.9,63.7,4.7
1580,2023-04-30,97.26,98.56,4.9,63.7,4.7
1581,2023-05-01,97.26,98.53,4.0,59.0,4.2
1582,2023-05-02,97.26,98.53,4.0,59.0,4.2
1583,2023-05-03,97.26,98.53,4.0,59.0,4.2
1584,2023-05-04,97.26,98.53,4.0,59.0,4.2
1585,2023-05-05,97.26,98.53,4.0,59.0,4.2
1586,2023-05-06,97.26,98.53,4.0,59.0,4.2
1587,2023-05-07,97.26,98.53,4.0,59.0,4.2
1588,2023-05-08,97.26,98.53,4.0,59.0,4.2
1589,2023-05-09,97.26,98.53,4.0,59.0,4.2
1590,2023-05-10,97.26,98.53,4.0,59.0,4.2
1591,2023-05-11,97.26,98.53,4.0,59.0,4.2
1592,2023-05-12,97.26,98.53,4.0,59.0,4.2
1593,2023-05-13,97.26,98.53,4.0,59.0,4.2
1594,2023-05-14,97.26,98.53,4.0,59.0,4.2
1595,2023-05-15,97.26,98.53,4.0,59.0,4.2
1596,2023-05-16,97.26,98.53,4.0,59.0,4.2
1597,2023-05-17,97.26,98.53,4.0,59.0,4.2
1598,2023-05-18,97.26,98.53,4.0,59.0,4.2
1599,2023-05-19,97.26,98.53,4.0,59.0,4.2
1600,2023-05-20,97.26,98.53,4.0,59.0,4.2
1601,2023-05-21,97.26,98.53,4.0,59.0,4.2
1602,2023-05-22,97.26,98.53,4.0,59.0,4.2
1603,2023-05-23,97.26,98.53,4.0,59.0,4.2
1604,2023-05-24,97.26,98.53,4.0,59.0,4.2
1605,2023-05-25,97.26,98.53,4.0,59.0,4.2
1606,2023-05-26,97.26,98.53,4.0,59.0,4.2
1607,2023-05-27,97.26,98.53,4.0,59.0,4.2
1608,2023-05-28,97.26,98.53,4.0,59.0,4.2
1609,2023-05-29,97.26,98.53,4.0,59.0,4.2
1610,2023-05-30,97.26,98.53,4.0,59.0,4.2
1611,2023-05-31,97.26,98.53,4.0,59.0,4.2
1612,2023-06-01,97.56,98.51,3.0,64.2,3.3
1613,2023-06-02,97.56,98.51,3.0,64.2,3.3
1614,2023-06-03,97.56,98.51,3.0,64.2,3.3
1615,2023-06-04,97.56,98.51,3.0,64.2,3.3
1616,2023-06-05,97.56,98.51,3.0,64.2,3.3
1617,2023-06-06,97.56,98.51,3.0,64.2,3.3
1618,2023-06-07,97.56,98.51,3.0,64.2,3.3
1619,2023-06-08,97.56,98.51,3.0,64.2,3.3
1620,2023-06-09,97.56,98.51,3.0,64.2,3.3
1621,2023-06-10,97.56,98.51,3.0,64.2,3.3
1622,2023-06-11,97.56,98.51,3.0,64.2,3.3
1623,2023-06-12,97.56,98.51,3.0,64.2,3.3
1624,2023-06-13,97.56,98.51,3.0,64.2,3.3
1625,2023-06-14,97.56,98.51,3.0,64.2,3.3
1626,2023-06-15,97.56,98.51,3.0,64.2,3.3
1627,2023-06-16,97.56,98.51,3.0,64.2,3.3
1628,2023-06-17,97.56,98.51,3.0,64.2,3.3
1629,2023-06-18,97.56,98.51,3.0,64.2,3.3
1630,2023-06-19,97.56,98.51,3.0,64.2,3.3
1631,2023-06-20,97.56,98.51,3.0,64.2,3.3
1632,2023-06-21,97.56,98.51,3.0,64.2,3.3
1633,2023-06-22,97.56,98.51,3.0,64.2,3.3
1634,2023-06-23,97.56,98.51,3.0,64.2,3.3
1635,2023-06-24,97.56,98.51,3.0,64.2,3.3
1636,2023-06-25,97.56,98.51,3.0,64.2,3.3
1637,2023-06-26,97.56,98.51,3.0,64.2,3.3
1638,2023-06-27,97.56,98.51,3.0,64.2,3.3
1639,2023-06-28,97.56,98.51,3.0,64.2,3.3
1640,2023-06-29,97.56,98.51,3.0,64.2,3.3
1641,2023-06-30,97.56,98.51,3.0,64.2,3.3
1642,2023-07-01,97.92,98.59,3.2,71.5,3.4
1643,2023-07-02,97.92,98.59,3.2,71.5,3.4
1644,2023-07-03,97.92,98.59,3.2,71.5,3.4
1645,2023-07-04,97.92,98.59,3.2,71.5,3.4
1646,2023-07-05,97.92,98.59,3.2,71.5,3.4
1647,2023-07-06,97.92,98.59,3.2,71.5,3.4
1648,2023-07-07,97.92,98.59,3.2,71.5,3.4
1649,2023-07-08,97.92,98.59,3.2,71.5,3.4
1650,2023-07-09,97.92,98.59,3.2,71.5,3.4
1651,2023-07-10,97.92,98.59,3.2,71.5,3.4
1652,2023-07-11,97.92,98.59,3.2,71.5,3.4
1653,2023-07-12,97.92,98.59,3.2,71.5,3.4
1654,2023-07-13,97.92,98.59,3.2,71.5,3.4
1655,2023-07-14,97.92,98.59,3.2,71.5,3.4
1656,2023-07-15,97.92,98.59,3.2,71.5,3.4
1657,2023-07-16,97.92,98.59,3.2,71.5,3.4
1658,2023-07-17,97.92,98.59,3.2,71.5,3.4
1659,2023-07-18,97.92,98.59,3.2,71.5,3.4
1660,2023-07-19,97.92,98.59,3.2,71.5,3.4
1661,2023-07-20,97.92,98.59,3.2,71.5,3.4
1662,2023-07-21,97.92,98.59,3.2,71.5,3.4
1663,2023-07-22,97.92,98.59,3.2,71.5,3.4
1664,2023-07-23,97.92,98.59,3.2,71.5,3.4
1665,2023-07-24,97.92,98.59,3.2,71.5,3.4
1666,2023-07-25,97.92,98.59,3.2,71.5,3.4
1667,2023-07-26,97.92,98.59,3.2,71.5,3.4
1668,2023-07-27,97.92,98.59,3.2,71.5,3.4
1669,2023-07-28,97.92,98.59,3.2,71.5,3.4
1670,2023-07-29,97.92,98.59,3.2,71.5,3.4
1671,2023-07-30,97.92,98.59,3.2,71.5,3.4
1672,2023-07-31,97.92,98.59,3.2,71.5,3.4
1673,2023-08-01,98.0,98.73,3.7,69.4,3.5
1674,2023-08-02,98.0,98.73,3.7,69.4,3.5
1675,2023-08-03,98.0,98.73,3.7,69.4,3.5
1676,2023-08-04,98.0,98.73,3.7,69.4,3.5
1677,2023-08-05,98.0,98.73,3.7,69.4,3.5
1678,2023-08-06,98.0,98.73,3.7,69.4,3.5
1679,2023-08-07,98.0,98.73,3.7,69.4,3.5
1680,2023-08-08,98.0,98.73,3.7,69.4,3.5
1681,2023-08-09,98.0,98.73,3.7,69.4,3.5
1682,2023-08-10,98.0,98.73,3.7,69.4,3.5
1683,2023-08-11,98.0,98.73,3.7,69.4,3.5
1684,2023-08-12,98.0,98.73,3.7,69.4,3.5
1685,2023-08-13,98.0,98.73,3.7,69.4,3.5
1686,2023-08-14,98.0,98.73,3.7,69.4,3.5
1687,2023-08-15,98.0,98.73,3.7,69.4,3.5
1688,2023-08-16,98.0,98.73,3.7,69.4,3.5
1689,2023-08-17,98.0,98.73,3.7,69.4,3.5
1690,2023-08-18,98.0,98.73,3.7,69.4,3.5
1691,2023-08-19,98.0,98.73,3.7,69.4,3.5
1692,2023-08-20,98.0,98.73,3.7,69.4,3.5
1693,2023-08-21,98.0,98.73,3.7,69.4,3.5
1694,2023-08-22,98.0,98.73,3.7,69.4,3.5
1695,2023-08-23,98.0,98.73,3.7,69.4,3.5
1696,2023-08-24,98.0,98.73,3.7,69.4,3.5
1697,2023-08-25,98.0,98.73,3.7,69.4,3.5
1698,2023-08-26,98.0,98.73,3.7,69.4,3.5
1699,2023-08-27,98.0,98.73,3.7,69.4,3.5
1700,2023-08-28,98.0,98.73,3.7,69.4,3.5
1701,2023-08-29,98.0,98.73,3.7,69.4,3.5
1702,2023-08-30,98.0,98.73,3.7,69.4,3.5
1703,2023-08-31,98.0,98.73,3.7,69.4,3.5
1704,2023-09-01,97.83,98.8,3.7,67.9,3.2
1705,2023-09-02,97.83,98.8,3.7,67.9,3.2
1706,2023-09-03,97.83,98.8,3.7,67.9,3.2
1707,2023-09-04,97.83,98.8,3.7,67.9,3.2
1708,2023-09-05,97.83,98.8,3.7,67.9,3.2
1709,2023-09-06,97.83,98.8,3.7,67.9,3.2
1710,2023-09-07,97.83,98.8,3.7,67.9,3.2
1711,2023-09-08,97.83,98.8,3.7,67.9,3.2
1712,2023-09-09,97.83,98.8,3.7,67.9,3.2
1713,2023-09-10,97.83,98.8,3.7,67.9,3.2
1714,2023-09-11,97.83,98.8,3.7,67.9,3.2
1715,2023-09-12,97.83,98.8,3.7,67.9,3.2
1716,2023-09-13,97.83,98.8,3.7,67.9,3.2
1717,2023-09-14,97.83,98.8,3.7,67.9,3.2
1718,2023-09-15,97.83,98.8,3.7,67.9,3.2
1719,2023-09-16,97.83,98.8,3.7,67.9,3.2
1720,2023-09-17,97.83,98.8,3.7,67.9,3.2
1721,2023-09-18,97.83,98.8,3.7,67.9,3.2
1722,2023-09-19,97.83,98.8,3.7,67.9,3.2
1723,2023-09-20,97.83,98.8,3.7,67.9,3.2
1724,2023-09-21,97.83,98.8,3.7,67.9,3.2
1725,2023-09-22,97.83,98.8,3.7,67.9,3.2
1726,2023-09-23,97.83,98.8,3.7,67.9,3.2
1727,2023-09-24,97.83,98.8,3.7,67.9,3.2
1728,2023-09-25,97.83,98.8,3.7,67.9,3.2
1729,2023-09-26,97.83,98.8,3.7,67.9,3.2
1730,2023-09-27,97.83,98.8,3.7,67.9,3.2
1731,2023-09-28,97.83,98.8,3.7,67.9,3.2
1732,2023-09-29,97.83,98.8,3.7,67.9,3.2
1733,2023-09-30,97.83,98.8,3.7,67.9,3.2
1734,2023-10-01,97.5,98.69,3.2,63.8,4.2
1735,2023-10-02,97.5,98.69,3.2,63.8,4.2
1736,2023-10-03,97.5,98.69,3.2,63.8,4.2
1737,2023-10-04,97.5,98.69,3.2,63.8,4.2
1738,2023-10-05,97.5,98.69,3.2,63.8,4.2
1739,2023-10-06,97.5,98.69,3.2,63.8,4.2
1740,2023-10-07,97.5,98.69,3.2,63.8,4.2
1741,2023-10-08,97.5,98.69,3.2,63.8,4.2
1742,2023-10-09,97.5,98.69,3.2,63.8,4.2
1743,2023-10-10,97.5,98.69,3.2,63.8,4.2
1744,2023-10-11,97.5,98.69,3.2,63.8,4.2
1745,2023-10-12,97.5,98.69,3.2,63.8,4.2
1746,2023-10-13,97.5,98.69,3.2,63.8,4.2
1747,2023-10-14,97.5,98.69,3.2,63.8,4.2
1748,2023-10-15,97.5,98.69,3.2,63.8,4.2
1749,2023-10-16,97.5,98.69,3.2,63.8,4.2
1750,2023-10-17,97.5,98.69,3.2,63.8,4.2
1751,2023-10-18,97.5,98.69,3.2,63.8,4.2
1752,2023-10-19,97.5,98.69,3.2,63.8,4.2
1753,2023-10-20,97.5,98.69,3.2,63.8,4.2
1754,2023-10-21,97.5,98.69,3.2,63.8,4.2
1755,2023-10-22,97.5,98.69,3.2,63.8,4.2
1756,2023-10-23,97.5,98.69,3.2,63.8,4.2
1757,2023-10-24,97.5,98.69,3.2,63.8,4.2
1758,2023-10-25,97.5,98.69,3.2,63.8,4.2
1759,2023-10-26,97.5,98.69,3.2,63.8,4.2
1760,2023-10-27,97.5,98.69,3.2,63.8,4.2
1761,2023-10-28,97.5,98.69,3.2,63.8,4.2
1762,2023-10-29,97.5,98.69,3.2,63.8,4.2
1763,2023-10-30,97.5,98.69,3.2,63.8,4.2
1764,2023-10-31,97.5,98.69,3.2,63.8,4.2
1765,2023-11-01,97.13,98.57,3.1,61.3,4.5
