,Date,CCI,BCI,inflation_rate,CSI,inflation_expectation
872,2021-05-22,99.9,101.85,5.0,82.9,4.6
873,2021-05-23,99.9,101.85,5.0,82.9,4.6
874,2021-05-24,99.9,101.85,5.0,82.9,4.6
875,2021-05-25,99.9,101.85,5.0,82.9,4.6
876,2021-05-26,99.9,101.85,5.0,82.9,4.6
877,2021-05-27,99.9,101.85,5.0,82.9,4.6
878,2021-05-28,99.9,101.85,5.0,82.9,4.6
879,2021-05-29,99.9,101.85,5.0,82.9,4.6
880,2021-05-30,99.9,101.85,5.0,82.9,4.6
881,2021-05-31,99.9,101.85,5.0,82.9,4.6
882,2021-06-01,99.69,101.72,5.4,85.5,4.2
883,2021-06-02,99.69,101.72,5.4,85.5,4.2
884,2021-06-03,99.69,101.72,5.4,85.5,4.2
885,2021-06-04,99.69,101.72,5.4,85.5,4.2
886,2021-06-05,99.69,101.72,5.4,85.5,4.2
887,2021-06-06,99.69,101.72,5.4,85.5,4.2
888,2021-06-07,99.69,101.72,5.4,85.5,4.2
889,2021-06-08,99.69,101.72,5.4,85.5,4.2
890,2021-06-09,99.69,101.72,5.4,85.5,4.2
891,2021-06-10,99.69,101.72,5.4,85.5,4.2
892,2021-06-11,99.69,101.72,5.4,85.5,4.2
893,2021-06-12,99.69,101.72,5.4,85.5,4.2
894,2021-06-13,99.69,101.72,5.4,85.5,4.2
895,2021-06-14,99.69,101.72,5.4,85.5,4.2
896,2021-06-15,99.69,101.72,5.4,85.5,4.2
897,2021-06-16,99.69,101.72,5.4,85.5,4.2
898,2021-06-17,99.69,101.72,5.4,85.5,4.2
899,2021-06-18,99.69,101.72,5.4,85.5,4.2
900,2021-06-19,99.69,101.72,5.4,85.5,4.2
901,2021-06-20,99.69,101.72,5.4,85.5,4.2
902,2021-06-21,99.69,101.72,5.4,85.5,4.2
903,2021-06-22,99.69,101.72,5.4,85.5,4.2
904,2021-06-23,99.69,101.72,5.4,85.5,4.2
905,2021-06-24,99.69,101.72,5.4,85.5,4.2
906,2021-06-25,99.69,101.72,5.4,85.5,4.2
907,2021-06-26,99.69,101.72,5.4,85.5,4.2
908,2021-06-27,99.69,101.72,5.4,85.5,4.2
909,2021-06-28,99.69,101.72,5.4,85.5,4.2
910,2021-06-29,99.69,101.72,5.4,85.5,4.2
911,2021-06-30,99.69,101.72,5.4,85.5,4.2
912,2021-07-01,99.23,101.58,5.4,81.2,4.7
913,2021-07-02,99.23,101.58,5.4,81.2,4.7
914,2021-07-03,99.23,101.58,5.4,81.2,4.7
915,2021-07-04,99.23,101.58,5.4,81.2,4.7
916,2021-07-05,99.23,101.58,5.4,81.2,4.7
917,2021-07-06,99.23,101.58,5.4,81.2,4.7
918,2021-07-07,99.23,101.58,5.4,81.2,4.7
919,2021-07-08,99.23,101.58,5.4,81.2,4.7
920,2021-07-09,99.23,101.58,5.4,81.2,4.7
921,2021-07-10,99.23,101.58,5.4,81.2,4.7
922,2021-07-11,99.23,101.58,5.4,81.2,4.7
923,2021-07-12,99.23,101.58,5.4,81.2,4.7
924,2021-07-13,99.23,101.58,5.4,81.2,4.7
925,2021-07-14,99.23,101.58,5.4,81.2,4.7
926,2021-07-15,99.23,101.58,5.4,81.2,4.7
927,2021-07-16,99.23,101.58,5.4,81.2,4.7
928,2021-07-17,99.23,101.58,5.4,81.2,4.7
929,2021-07-18,99.23,101.58,5.4,81.2,4.7
930,2021-07-19,99.23,101.58,5.4,81.2,4.7
931,2021-07-20,99.23,101.58,5.4,81.2,4.7
932,2021-07-21,99.23,101.58,5.4,81.2,4.7
933,2021-07-22,99.23,101.58,5.4,81.2,4.7
934,2021-07-23,99.23,101.58,5.4,81.2,4.7
935,2021-07-24,99.23,101.58,5.4,81.2,4.7
936,2021-07-25,99.23,101.58,5.4,81.2,4.7
937,2021-07-26,99.23,101.58,5.4,81.2,4.7
938,2021-07-27,99.23,101.58,5.4,81.2,4.7
939,2021-07-28,99.23,101.58,5.4,81.2,4.7
940,2021-07-29,99.23,101.58,5.4,81.2,4.7
941,2021-07-30,99.23,101.58,5.4,81.2,4.7
942,2021-07-31,99.23,101.58,5.4,81.2,4.7
943,2021-08-01,98.67,101.54,5.3,70.3,4.6
944,2021-08-02,98.67,101.54,5.3,70.3,4.6
945,2021-08-03,98.67,101.54,5.3,70.3,4.6
946,2021-08-04,98.67,101.54,5.3,70.3,4.6
947,2021-08-05,98.67,101.54,5.3,70.3,4.6
948,2021-08-06,98.67,101.54,5.3,70.3,4.6
949,2021-08-07,98.67,101.54,5.3,70.3,4.6
950,2021-08-08,98.67,101.54,5.3,70.3,4.6
951,2021-08-09,98.67,101.54,5.3,70.3,4.6
952,2021-08-10,98.67,101.54,5.3,70.3,4.6
953,2021-08-11,98.67,101.54,5.3,70.3,4.6
954,2021-08-12,98.67,101.54,5.3,70.3,4.6
955,2021-08-13,98.67,101.54,5.3,70.3,4.6
956,2021-08-14,98.67,101.54,5.3,70.3,4.6
957,2021-08-15,98.67,101.54,5.3,70.3,4.6
958,2021-08-16,98.67,101.54,5.3,70.3,4.6
959,2021-08-17,98.67,101.54,5.3,70.3,4.6
960,2021-08-18,98.67,101.54,5.3,70.3,4.6
961,2021-08-19,98.67,101.54,5.3,70.3,4.6
962,2021-08-20,98.67,101.54,5.3,70.3,4.6
963,2021-08-21,98.67,101.54,5.3,70.3,4.6
964,2021-08-22,98.67,101.54,5.3,70.3,4.6
965,2021-08-23,98.67,101.54,5.3,70.3,4.6
966,2021-08-24,98.67,101.54,5.3,70.3,4.6
967,2021-08-25,98.67,101.54,5.3,70.3,4.6
968,2021-08-26,98.67,101.54,5.3,70.3,4.6
969,2021-08-27,98.67,101.54,5.3,70.3,4.6
970,2021-08-28,98.67,101.54,5.3,70.3,4.6
971,2021-08-29,98.67,101.54,5.3,70.3,4.6
972,2021-08-30,98.67,101.54,5.3,70.3,4.6
973,2021-08-31,98.67,101.54,5.3,70.3,4.6
974,2021-09-01,98.38,101.58,5.4,72.8,4.6
975,2021-09-02,98.38,101.58,5.4,72.8,4.6
976,2021-09-03,98.38,101.58,5.4,72.8,4.6
977,2021-09-04,98.38,101.58,5.4,72.8,4.6
978,2021-09-05,98.38,101.58,5.4,72.8,4.6
979,2021-09-06,98.38,101.58,5.4,72.8,4.6
980,2021-09-07,98.38,101.58,5.4,72.8,4.6
981,2021-09-08,98.38,101.58,5.4,72.8,4.6
982,2021-09-09,98.38,101.58,5.4,72.8,4.6
983,2021-09-10,98.38,101.58,5.4,72.8,4.6
984,2021-09-11,98.38,101.58,5.4,72.8,4.6
985,2021-09-12,98.38,101.58,5.4,72.8,4.6
986,2021-09-13,98.38,101.58,5.4,72.8,4.6
987,2021-09-14,98.38,101.58,5.4,72.8,4.6
988,2021-09-15,98.38,101.58,5.4,72.8,4.6
989,2021-09-16,98.38,101.58,5.4,72.8,4.6
990,2021-09-17,98.38,101.58,5.4,72.8,4.6
991,2021-09-18,98.38,101.58,5.4,72.8,4.6
992,2021-09-19,98.38,101.58,5.4,72.8,4.6
993,2021-09-20,98.38,101.58,5.4,72.8,4.6
994,2021-09-21,98.38,101.58,5.4,72.8,4.6
995,2021-09-22,98.38,101.58,5.4,72.8,4.6
996,2021-09-23,98.38,101.58,5.4,72.8,4.6
997,2021-09-24,98.38,101.58,5.4,72.8,4.6
998,2021-09-25,98.38,101.58,5.4,72.8,4.6
999,2021-09-26,98.38,101.58,5.4,72.8,4.6
1000,2021-09-27,98.38,101.58,5.4,72.8,4.6
1001,2021-09-28,98.38,101.58,5.4,72.8,4.6
1002,2021-09-29,98.38,101.58,5.4,72.8,4.6
1003,2021-09-30,98.38,101.58,5.4,72.8,4.6
1004,2021-10-01,98.2,101.58,6.2,71.7,4.8
1005,2021-10-02,98.2,101.58,6.2,71.7,4.8
1006,2021-10-03,98.2,101.58,6.2,71.7,4.8
1007,2021-10-04,98.2,101.58,6.2,71.7,4.8
1008,2021-10-05,98.2,101.58,6.2,71.7,4.8
1009,2021-10-06,98.2,101.58,6.2,71.7,4.8
1010,2021-10-07,98.2,101.58,6.2,71.7,4.8
1011,2021-10-08,98.2,101.58,6.2,71.7,4.8
1012,2021-10-09,98.2,101.58,6.2,71.7,4.8
1013,2021-10-10,98.2,101.58,6.2,71.7,4.8
1014,2021-10-11,98.2,101.58,6.2,71.7,4.8
1015,2021-10-12,98.2,101.58,6.2,71.7,4.8
1016,2021-10-13,98.2,101.58,6.2,71.7,4.8
1017,2021-10-14,98.2,101.58,6.2,71.7,4.8
1018,2021-10-15,98.2,101.58,6.2,71.7,4.8
1019,2021-10-16,98.2,101.58,6.2,71.7,4.8
1020,2021-10-17,98.2,101.58,6.2,71.7,4.8
1021,2021-10-18,98.2,101.58,6.2,71.7,4.8
1022,2021-10-19,98.2,101.58,6.2,71.7,4.8
1023,2021-10-20,98.2,101.58,6.2,71.7,4.8
1024,2021-10-21,98.2,101.58,6.2,71.7,4.8
1025,2021-10-22,98.2,101.58,6.2,71.7,4.8
1026,2021-10-23,98.2,101.58,6.2,71.7,4.8
1027,2021-10-24,98.2,101.58,6.2,71.7,4.8
1028,2021-10-25,98.2,101.58,6.2,71.7,4.8
1029,2021-10-26,98.2,101.58,6.2,71.7,4.8
1030,2021-10-27,98.2,101.58,6.2,71.7,4.8
1031,2021-10-28,98.2,101.58,6.2,71.7,4.8
1032,2021-10-29,98.2,101.58,6.2,71.7,4.8
1033,2021-10-30,98.2,101.58,6.2,71.7,4.8
1034,2021-10-31,98.2,101.58,6.2,71.7,4.8
1035,2021-11-01,98.04,101.5,6.8,67.4,4.9
1036,2021-11-02,98.04,101.5,6.8,67.4,4.9
1037,2021-11-03,98.04,101.5,6.8,67.4,4.9
1038,2021-11-04,98.04,101.5,6.8,67.4,4.9
1039,2021-11-05,98.04,101.5,6.8,67.4,4.9
1040,2021-11-06,98.04,101.5,6.8,67.4,4.9
1041,2021-11-07,98.04,101.5,6.8,67.4,4.9
1042,2021-11-08,98.04,101.5,6.8,67.4,4.9
1043,2021-11-09,98.04,101.5,6.8,67.4,4.9
1044,2021-11-10,98.04,101.5,6.8,67.4,4.9
1045,2021-11-11,98.04,101.5,6.8,67.4,4.9
1046,2021-11-12,98.04,101.5,6.8,67.4,4.9
1047,2021-11-13,98.04,101.5,6.8,67.4,4.9
1048,2021-11-14,98.04,101.5,6.8,67.4,4.9
1049,2021-11-15,98.04,101.5,6.8,67.4,4.9
1050,2021-11-16,98.04,101.5,6.8,67.4,4.9
1051,2021-11-17,98.04,101.5,6.8,67.4,4.9
1052,2021-11-18,98.04,101.5,6.8,67.4,4.9
1053,2021-11-19,98.04,101.5,6.8,67.4,4.9
1054,2021-11-20,98.04,101.5,6.8,67.4,4.9
1055,2021-11-21,98.04,101.5,6.8,67.4,4.9
1056,2021-11-22,98.04,101.5,6.8,67.4,4.9
1057,2021-11-23,98.04,101.5,6.8,67.4,4.9
1058,2021-11-24,98.04,101.5,6.8,67.4,4.9
1059,2021-11-25,98.04,101.5,6.8,67.4,4.9
1060,2021-11-26,98.04,101.5,6.8,67.4,4.9
1061,2021-11-27,98.04,101.5,6.8,67.4,4.9
1062,2021-11-28,98.04,101.5,6.8,67.4,4.9
1063,2021-11-29,98.04,101.5,6.8,67.4,4.9
1064,2021-11-30,98.04,101.5,6.8,67.4,4.9
1065,2021-12-01,97.94,101.3,7.0,70.6,4.8
1066,2021-12-02,97.94,101.3,7.0,70.6,4.8
1067,2021-12-03,97.94,101.3,7.0,70.6,4.8
1068,2021-12-04,97.94,101.3,7.0,70.6,4.8
1069,2021-12-05,97.94,101.3,7.0,70.6,4.8
1070,2021-12-06,97.94,101.3,7.0,70.6,4.8
1071,2021-12-07,97.94,101.3,7.0,70.6,4.8
1072,2021-12-08,97.94,101.3,7.0,70.6,4.8
1073,2021-12-09,97.94,101.3,7.0,70.6,4.8
1074,2021-12-10,97.94,101.3,7.0,70.6,4.8
1075,2021-12-11,97.94,101.3,7.0,70.6,4.8
1076,2021-12-12,97.94,101.3,7.0,70.6,4.8
1077,2021-12-13,97.94,101.3,7.0,70.6,4.8
1078,2021-12-14,97.94,101.3,7.0,70.6,4.8
1079,2021-12-15,97.94,101.3,7.0,70.6,4.8
1080,2021-12-16,97.94,101.3,7.0,70.6,4.8
1081,2021-12-17,97.94,101.3,7.0,70.6,4.8
1082,2021-12-18,97.94,101.3,7.0,70.6,4.8
1083,2021-12-19,97.94,101.3,7.0,70.6,4.8
1084,2021-12-20,97.94,101.3,7.0,70.6,4.8
1085,2021-12-21,97.94,101.3,7.0,70.6,4.8
1086,2021-12-22,97.94,101.3,7.0,70.6,4.8
1087,2021-12-23,97.94,101.3,7.0,70.6,4.8
1088,2021-12-24,97.94,101.3,7.0,70.6,4.8
1089,2021-12-25,97.94,101.3,7.0,70.6,4.8
1090,2021-12-26,97.94,101.3,7.0,70.6,4.8
1091,2021-12-27,97.94,101.3,7.0,70.6,4.8
1092,2021-12-28,97.94,101.3,7.0,70.6,4.8
1093,2021-12-29,97.94,101.3,7.0,70.6,4.8
1094,2021-12-30,97.94,101.3,7.0,70.6,4.8
1095,2021-12-31,97.94,101.3,7.0,70.6,4.8
1096,2022-01-01,97.71,101.12,7.5,67.2,4.9
1097,2022-01-02,97.71,101.12,7.5,67.2,4.9
1098,2022-01-03,97.71,101.12,7.5,67.2,4.9
1099,2022-01-04,97.71,101.12,7.5,67.2,4.9
1100,2022-01-05,97.71,101.12,7.5,67.2,4.9
1101,2022-01-06,97.71,101.12,7.5,67.2,4.9
1102,2022-01-07,97.71,101.12,7.5,67.2,4.9
1103,2022-01-08,97.71,101.12,7.5,67.2,4.9
1104,2022-01-09,97.71,101.12,7.5,67.2,4.9
1105,2022-01-10,97.71,101.12,7.5,67.2,4.9
1106,2022-01-11,97.71,101.12,7.5,67.2,4.9
1107,2022-01-12,97.71,101.12,7.5,67.2,4.9
1108,2022-01-13,97.71,101.12,7.5,67.2,4.9
1109,2022-01-14,97.71,101.12,7.5,67.2,4.9
1110,2022-01-15,97.71,101.12,7.5,67.2,4.9
1111,2022-01-16,97.71,101.12,7.5,67.2,4.9
1112,2022-01-17,97.71,101.12,7.5,67.2,4.9
1113,2022-01-18,97.71,101.12,7.5,67.2,4.9
1114,2022-01-19,97.71,101.12,7.5,67.2,4.9
1115,2022-01-20,97.71,101.12,7.5,67.2,4.9
1116,2022-01-21,97.71,101.12,7.5,67.2,4.9
1117,2022-01-22,97.71,101.12,7.5,67.2,4.9
1118,2022-01-23,97.71,101.12,7.5,67.2,4.9
1119,2022-01-24,97.71,101.12,7.5,67.2,4.9
1120,2022-01-25,97.71,101.12,7.5,67.2,4.9
1121,2022-01-26,97.71,101.12,7.5,67.2,4.9
1122,2022-01-27,97.71,101.12,7.5,67.2,4.9
1123,2022-01-28,97.71,101.12,7.5,67.2,4.9
1124,2022-01-29,97.71,101.12,7.5,67.2,4.9
1125,2022-01-30,97.71,101.12,7.5,67.2,4.9
1126,2022-01-31,97.71,101.12,7.5,67.2,4.9
1127,2022-02-01,97.41,101.01,7.9,62.8,4.9
1128,2022-02-02,97.41,101.01,7.9,62.8,4.9
1129,2022-02-03,97.41,101.01,7.9,62.8,4.9
1130,2022-02-04,97.41,101.01,7.9,62.8,4.9
1131,2022-02-05,97.41,101.01,7.9,62.8,4.9
1132,2022-02-06,97.41,101.01,7.9,62.8,4.9
1133,2022-02-07,97.41,101.01,7.9,62.8,4.9
1134,2022-02-08,97.41,101.01,7.9,62.8,4.9
1135,2022-02-09,97.41,101.01,7.9,62.8,4.9
1136,2022-02-10,97.41,101.01,7.9,62.8,4.9
1137,2022-02-11,97.41,101.01,7.9,62.8,4.9
1138,2022-02-12,97.41,101.01,7.9,62.8,4.9
1139,2022-02-13,97.41,101.01,7.9,62.8,4.9
1140,2022-02-14,97.41,101.01,7.9,62.8,4.9
1141,2022-02-15,97.41,101.01,7.9,62.8,4.9
1142,2022-02-16,97.41,101.01,7.9,62.8,4.9
1143,2022-02-17,97.41,101.01,7.9,62.8,4.9
1144,2022-02-18,97.41,101.01,7.9,62.8,4.9
1145,2022-02-19,97.41,101.01,7.9,62.8,4.9
1146,2022-02-20,97.41,101.01,7.9,62.8,4.9
1147,2022-02-21,97.41,101.01,7.9,62.8,4.9
1148,2022-02-22,97.41,101.01,7.9,62.8,4.9
1149,2022-02-23,97.41,101.01,7.9,62.8,4.9
1150,2022-02-24,97.41,101.01,7.9,62.8,4.9
1151,2022-02-25,97.41,101.01,7.9,62.8,4.9
1152,2022-02-26,97.41,101.01,7.9,62.8,4.9
1153,2022-02-27,97.41,101.01,7.9,62.8,4.9
1154,2022-02-28,97.41,101.01,7.9,62.8,4.9
1155,2022-03-01,97.17,100.85,8.5,59.4,5.4
1156,2022-03-02,97.17,100.85,8.5,59.4,5.4
1157,2022-03-03,97.17,100.85,8.5,59.4,5.4
1158,2022-03-04,97.17,100.85,8.5,59.4,5.4
1159,2022-03-05,97.17,100.85,8.5,59.4,5.4
1160,2022-03-06,97.17,100.85,8.5,59.4,5.4
1161,2022-03-07,97.17,100.85,8.5,59.4,5.4
1162,2022-03-08,97.17,100.85,8.5,59.4,5.4
1163,2022-03-09,97.17,100.85,8.5,59.4,5.4
1164,2022-03-10,97.17,100.85,8.5,59.4,5.4
1165,2022-03-11,97.17,100.85,8.5,59.4,5.4
1166,2022-03-12,97.17,100.85,8.5,59.4,5.4
1167,2022-03-13,97.17,100.85,8.5,59.4,5.4
1168,2022-03-14,97.17,100.85,8.5,59.4,5.4
1169,2022-03-15,97.17,100.85,8.5,59.4,5.4
1170,2022-03-16,97.17,100.85,8.5,59.4,5.4
1171,2022-03-17,97.17,100.85,8.5,59.4,5.4
1172,2022-03-18,97.17,100.85,8.5,59.4,5.4
1173,2022-03-19,97.17,100.85,8.5,59.4,5.4
1174,2022-03-20,97.17,100.85,8.5,59.4,5.4
1175,2022-03-21,97.17,100.85,8.5,59.4,5.4
1176,2022-03-22,97.17,100.85,8.5,59.4,5.4
1177,2022-03-23,97.17,100.85,8.5,59.4,5.4
1178,2022-03-24,97.17,100.85,8.5,59.4,5.4
1179,2022-03-25,97.17,100.85,8.5,59.4,5.4
1180,2022-03-26,97.17,100.85,8.5,59.4,5.4
1181,2022-03-27,97.17,100.85,8.5,59.4,5.4
1182,2022-03-28,97.17,100.85,8.5,59.4,5.4
1183,2022-03-29,97.17,100.85,8.5,59.4,5.4
1184,2022-03-30,97.17,100.85,8.5,59.4,5.4
1185,2022-03-31,97.17,100.85,8.5,59.4,5.4
1186,2022-04-01,97.01,100.65,8.3,65.2,5.4
1187,2022-04-02,97.01,100.65,8.3,65.2,5.4
1188,2022-04-03,97.01,100.65,8.3,65.2,5.4
1189,2022-04-04,97.01,100.65,8.3,65.2,5.4
1190,2022-04-05,97.01,100.65,8.3,65.2,5.4
1191,2022-04-06,97.01,100.65,8.3,65.2,5.4
1192,2022-04-07,97.01,100.65,8.3,65.2,5.4
1193,2022-04-08,97.01,100.65,8.3,65.2,5.4
1194,2022-04-09,97.01,100.65,8.3,65.2,5.4
1195,2022-04-10,97.01,100.65,8.3,65.2,5.4
1196,2022-04-11,97.01,100.65,8.3,65.2,5.4
1197,2022-04-12,97.01,100.65,8.3,65.2,5.4
1198,2022-04-13,97.01,100.65,8.3,65.2,5.4
1199,2022-04-14,97.01,100.65,8.3,65.2,5.4
1200,2022-04-15,97.01,100.65,8.3,65.2,5.4
1201,2022-04-16,97.01,100.65,8.3,65.2,5.4
1202,2022-04-17,97.01,100.65,8.3,65.2,5.4
1203,2022-04-18,97.01,100.65,8.3,65.2,5.4
1204,2022-04-19,97.01,100.65,8.3,65.2,5.4
1205,2022-04-20,97.01,100.65,8.3,65.2,5.4
1206,2022-04-21,97.01,100.65,8.3,65.2,5.4
1207,2022-04-22,97.01,100.65,8.3,65.2,5.4
1208,2022-04-23,97.01,100.65,8.3,65.2,5.4
1209,2022-04-24,97.01,100.65,8.3,65.2,5.4
1210,2022-04-25,97.01,100.65,8.3,65.2,5.4
1211,2022-04-26,97.01,100.65,8.3,65.2,5.4
1212,2022-04-27,97.01,100.65,8.3,65.2,5.4
1213,2022-04-28,97.01,100.65,8.3,65.2,5.4
1214,2022-04-29,97.01,100.65,8.3,65.2,5.4
1215,2022-04-30,97.01,100.65,8.3,65.2,5.4
1216,2022-05-01,96.61,100.44,8.6,58.4,5.3
1217,2022-05-02,96.61,100.44,8.6,58.4,5.3
1218,2022-05-03,96.61,100.44,8.6,58.4,5.3
1219,2022-05-04,96.61,100.44,8.6,58.4,5.3
1220,2022-05-05,96.61,100.44,8.6,58.4,5.3
1221,2022-05-06,96.61,100.44,8.6,58.4,5.3
1222,2022-05-07,96.61,100.44,8.6,58.4,5.3
1223,2022-05-08,96.61,100.44,8.6,58.4,5.3
1224,2022-05-09,96.61,100.44,8.6,58.4,5.3
1225,2022-05-10,96.61,100.44,8.6,58.4,5.3
1226,2022-05-11,96.61,100.44,8.6,58.4,5.3
1227,2022-05-12,96.61,100.44,8.6,58.4,5.3
1228,2022-05-13,96.61,100.44,8.6,58.4,5.3
1229,2022-05-14,96.61,100.44,8.6,58.4,5.3
1230,2022-05-15,96.61,100.44,8.6,58.4,5.3
1231,2022-05-16,96.61,100.44,8.6,58.4,5.3
1232,2022-05-17,96.61,100.44,8.6,58.4,5.3
1233,2022-05-18,96.61,100.44,8.6,58.4,5.3
1234,2022-05-19,96.61,100.44,8.6,58.4,5.3
1235,2022-05-20,96.61,100.44,8.6,58.4,5.3
1236,2022-05-21,96.61,100.44,8.6,58.4,5.3
1237,2022-05-22,96.61,100.44,8.6,58.4,5.3
1238,2022-05-23,96.61,100.44,8.6,58.4,5.3
1239,2022-05-24,96.61,100.44,8.6,58.4,5.3
1240,2022-05-25,96.61,100.44,8.6,58.4,5.3
1241,2022-05-26,96.61,100.44,8.6,58.4,5.3
1242,2022-05-27,96.61,100.44,8.6,58.4,5.3
1243,2022-05-28,96.61,100.44,8.6,58.4,5.3
1244,2022-05-29,96.61,100.44,8.6,58.4,5.3
1245,2022-05-30,96.61,100.44,8.6,58.4,5.3
1246,2022-05-31,96.61,100.44,8.6,58.4,5.3
1247,2022-06-01,96.21,100.15,9.1,50.0,5.3
1248,2022-06-02,96.21,100.15,9.1,50.0,5.3
1249,2022-06-03,96.21,100.15,9.1,50.0,5.3
1250,2022-06-04,96.21,100.15,9.1,50.0,5.3
1251,2022-06-05,96.21,100.15,9.1,50.0,5.3
1252,2022-06-06,96.21,100.15,9.1,50.0,5.3
1253,2022-06-07,96.21,100.15,9.1,50.0,5.3
1254,2022-06-08,96.21,100.15,9.1,50.0,5.3
1255,2022-06-09,96.21,100.15,9.1,50.0,5.3
1256,2022-06-10,96.21,100.15,9.1,50.0,5.3
1257,2022-06-11,96.21,100.15,9.1,50.0,5.3
1258,2022-06-12,96.21,100.15,9.1,50.0,5.3
1259,2022-06-13,96.21,100.15,9.1,50.0,5.3
1260,2022-06-14,96.21,100.15,9.1,50.0,5.3
1261,2022-06-15,96.21,100.15,9.1,50.0,5.3
1262,2022-06-16,96.21,100.15,9.1,50.0,5.3
1263,2022-06-17,96.21,100.15,9.1,50.0,5.3
1264,2022-06-18,96.21,100.15,9.1,50.0,5.3
1265,2022-06-19,96.21,100.15,9.1,50.0,5.3
1266,2022-06-20,96.21,100.15,9.1,50.0,5.3
1267,2022-06-21,96.21,100.15,9.1,50.0,5.3
1268,2022-06-22,96.21,100.15,9.1,50.0,5.3
1269,2022-06-23,96.21,100.15,9.1,50.0,5.3
1270,2022-06-24,96.21,100.15,9.1,50.0,5.3
1271,2022-06-25,96.21,100.15,9.1,50.0,5.3
1272,2022-06-26,96.21,100.15,9.1,50.0,5.3
1273,2022-06-27,96.21,100.15,9.1,50.0,5.3
1274,2022-06-28,96.21,100.15,9.1,50.0,5.3
1275,2022-06-29,96.21,100.15,9.1,50.0,5.3
1276,2022-06-30,96.21,100.15,9.1,50.0,5.3
1277,2022-07-01,96.18,99.94,8.5,51.5,5.2
1278,2022-07-02,96.18,99.94,8.5,51.5,5.2
1279,2022-07-03,96.18,99.94,8.5,51.5,5.2
1280,2022-07-04,96.18,99.94,8.5,51.5,5.2
1281,2022-07-05,96.18,99.94,8.5,51.5,5.2
1282,2022-07-06,96.18,99.94,8.5,51.5,5.2
1283,2022-07-07,96.18,99.94,8.5,51.5,5.2
1284,2022-07-08,96.18,99.94,8.5,51.5,5.2
1285,2022-07-09,96.18,99.94,8.5,51.5,5.2
1286,2022-07-10,96.18,99.94,8.5,51.5,5.2
1287,2022-07-11,96.18,99.94,8.5,51.5,5.2
1288,2022-07-12,96.18,99.94,8.5,51.5,5.2
1289,2022-07-13,96.18,99.94,8.5,51.5,5.2
1290,2022-07-14,96.18,99.94,8.5,51.5,5.2
1291,2022-07-15,96.18,99.94,8.5,51.5,5.2
1292,2022-07-16,96.18,99.94,8.5,51.5,5.2
1293,2022-07-17,96.18,99.94,8.5,51.5,5.2
1294,2022-07-18,96.18,99.94,8.5,51.5,5.2
1295,2022-07-19,96.18,99.94,8.5,51.5,5.2
1296,2022-07-20,96.18,99.94,8.5,51.5,5.2
1297,2022-07-21,96.18,99.94,8.5,51.5,5.2
1298,2022-07-22,96.18,99.94,8.5,51.5,5.2
1299,2022-07-23,96.18,99.94,8.5,51.5,5.2
1300,2022-07-24,96.18,99.94,8.5,51.5,5.2
1301,2022-07-25,96.18,99.94,8.5,51.5,5.2
1302,2022-07-26,96.18,99.94,8.5,51.5,5.2
1303,2022-07-27,96.18,99.94,8.5,51.5,5.2
1304,2022-07-28,96.18,99.94,8.5,51.5,5.2
1305,2022-07-29,96.18,99.94,8.5,51.5,5.2
1306,2022-07-30,96.18,99.94,8.5,51.5,5.2
1307,2022-07-31,96.18,99.94,8.5,51.5,5.2
1308,2022-08-01,96.44,99.77,8.3,58.2,4.8
1309,2022-08-02,96.44,99.77,8.3,58.2,4.8
1310,2022-08-03,96.44,99.77,8.3,58.2,4.8
1311,2022-08-04,96.44,99.77,8.3,58.2,4.8
1312,2022-08-05,96.44,99.77,8.3,58.2,4.8
1313,2022-08-06,96.44,99.77,8.3,58.2,4.8
1314,2022-08-07,96.44,99.77,8.3,58.2,4.8
1315,2022-08-08,96.44,99.77,8.3,58.2,4.8
1316,2022-08-09,96.44,99.77,8.3,58.2,4.8
1317,2022-08-10,96.44,99.77,8.3,58.2,4.8
1318,2022-08-11,96.44,99.77,8.3,58.2,4.8
1319,2022-08-12,96.44,99.77,8.3,58.2,4.8
1320,2022-08-13,96.44,99.77,8.3,58.2,4.8
1321,2022-08-14,96.44,99.77,8.3,58.2,4.8
1322,2022-08-15,96.44,99.77,8.3,58.2,4.8
1323,2022-08-16,96.44,99.77,8.3,58.2,4.8
1324,2022-08-17,96.44,99.77,8.3,58.2,4.8
1325,2022-08-18,96.44,99.77,8.3,58.2,4.8
1326,2022-08-19,96.44,99.77,8.3,58.2,4.8
1327,2022-08-20,96.44,99.77,8.3,58.2,4.8
1328,2022-08-21,96.44,99.77,8.3,58.2,4.8
1329,2022-08-22,96.44,99.77,8.3,58.2,4.8
1330,2022-08-23,96.44,99.77,8.3,58.2,4.8
1331,2022-08-24,96.44,99.77,8.3,58.2,4.8
1332,2022-08-25,96.44,99.77,8.3,58.2,4.8
1333,2022-08-26,96.44,99.77,8.3,58.2,4.8
1334,2022-08-27,96.44,99.77,8.3,58.2,4.8
1335,2022-08-28,96.44,99.77,8.3,58.2,4.8
1336,2022-08-29,96.44,99.77,8.3,58.2,4.8
1337,2022-08-30,96.44,99.77,8.3,58.2,4.8
1338,2022-08-31,96.44,99.77,8.3,58.2,4.8
1339,2022-09-01,96.66,99.54,8.2,58.6,4.7
1340,2022-09-02,96.66,99.54,8.2,58.6,4.7
