,barycenter_0,barycenter_1,barycenter_2,barycenter_3
2021-05-17,-0.37237428772111747,-1.9731340486750448,-1.9757295431850115,0.5381509093427712
2021-05-18,0.4860970812184181,-1.4161522583579451,-1.550730259106864,2.1146393886241484
2021-05-19,0.8970059114124723,-1.0494901621528592,-1.0795936737918823,0.9823738308942623
2021-05-20,0.20267693983731935,-0.7645108504201247,-1.2179446442437531,1.7444694477034488
2021-05-21,0.6331360369957464,-0.44772040860456336,-0.3401097523815168,1.2199029980735399
2021-05-24,0.9591570062567274,-0.5345389401397722,-0.864845634718937,1.347401852198085
2021-05-25,1.3247519666587808,-0.3357901333121028,-1.3335604241194976,1.5476694746535082
2021-05-26,1.6178747612100775,-0.31153008219275097,-1.0601398557692385,1.454037076999609
2021-05-27,1.2281305962080729,-0.002756910407108645,-0.9526591316456055,1.400983265719159
2021-05-28,1.0285737643400907,-1.0240062181045175,-0.8772132478121965,1.3799905774732795
2021-06-01,0.8512291127808642,-0.35698507412423336,-0.8120599481745157,1.3760073707554614
2021-06-02,0.7065605296412597,-0.6173040794730288,-0.7612395398583934,1.3268434615247138
2021-06-03,0.5967319356075664,-0.35748057606200806,-0.7130496509645409,1.3783673960224794
2021-06-04,0.5071185826802911,-0.23861220976206188,-0.666824460607555,1.3796399945056759
2021-06-07,0.43484951501585656,-0.12083989236502808,-0.6284966057468495,1.3796399945056759
2021-06-08,0.37293538863309544,-0.022364837693285934,-0.5978161249858847,1.3796399945056759
2021-06-09,0.3217962355810429,0.05933996843328517,-0.5750540326672681,1.3796399945056759
2021-06-10,0.2802812769159304,0.12484571269480126,-0.5599731978594009,1.3796399945056759
2021-06-11,0.24737278211063557,0.1722468656293026,-0.5493435326566962,1.3796399945056759
2021-06-14,0.22022989509805838,0.1999862618743123,-0.5445171091392917,1.3796399945056759
2021-06-15,0.1972562560346774,0.19995924418749123,-0.543872275383321,1.3796399945056759
2021-06-16,0.17845962259700462,0.20549609813450337,-0.543890864329372,1.3796399945056759
