,barycenter_0,barycenter_1,barycenter_2,barycenter_3
2021-05-14,-1.1708580918890499,1.0437749755571302,0.24721297718796734,-0.5450167586672673
2021-05-17,-1.1504985920593465,1.030864456396915,0.2981948439596844,-0.5756548584308309
2021-05-18,-1.241475589084998,0.9308673381874035,0.1771774141653982,-0.7023541596495417
2021-05-19,-1.2532987597894154,0.9299540597506034,0.18528256418587002,-0.752518754588405
2021-05-20,-1.2000877697676489,1.0121052279312703,0.287458384779549,-0.658873516800073
2021-05-21,-1.152550327131926,1.058728801318528,0.337625946295039,-0.5328736185222668
2021-05-24,-1.1353122907821687,1.0831653674060175,0.3661283679273535,-0.5539669183367663
2021-05-25,-1.1704068374901506,1.0453066155397845,0.33693738213049124,-0.5844871497664497
2021-05-26,-1.1926933540594085,1.0164744606985818,0.3211880179868737,-0.5615666811759635
2021-05-27,-1.188521560494118,1.0416809194282817,0.3635387510167608,-0.6326790884371161
2021-05-28,-1.1905876007840286,1.0239560160796297,0.34560357135885056,-0.6117895493953677
2021-06-01,-1.1638363475026678,1.054183936273961,0.40280334947616075,-0.6389518595436491
2021-06-02,-1.1472949088702087,1.0778834188196453,0.4193960980602567,-0.5973373113827442
2021-06-03,-1.1063932148443485,1.0739776681465967,0.4243807067004452,-0.47806851096696373
2021-06-04,-1.0293001036258613,1.166635614651211,0.5499379653377271,-0.3969980076691898
2021-06-07,-1.100558890734653,1.1135031339932897,0.45535153512177967,-0.5278911009466808
2021-06-08,-1.1485850130317437,1.0666012459579268,0.4153471510992095,-0.6546641064149917
2021-06-09,-1.1480727393370131,1.1056490301625763,0.46106810468634873,-0.6342698685697317
2021-06-10,-1.1800557427832832,1.0808705773252416,0.41293016052468096,-0.7016989022903821
2021-06-11,-1.213639952810743,1.0135794162945462,0.3473857996177639,-0.6931891853577343
2021-06-14,-1.1573167090501393,1.0972438624611551,0.4494798251945714,-0.6378294391900482
2021-06-15,-1.1011588173061986,1.1326709109688442,0.5130610079982788,-0.5414268062998662
2021-06-16,-1.0879727534755739,1.1598303378763588,0.5176652126725989,-0.5565202764004795
2021-06-17,-1.0993572425613576,1.162426357610645,0.5235792950406374,-0.5488554329705329
2021-06-18,-1.154337882428099,1.1119973013469797,0.461912936794031,-0.686520302359021
2021-06-21,-1.0666792235603475,1.2075246722925077,0.5758627328051434,-0.5724244311546227
2021-06-22,-1.0248158398896678,1.2276592511765556,0.6170055791068043,-0.5474372855421313
2021-06-23,-1.0519566381521317,1.1974606013579046,0.5583020462776488,-0.5727715298814277
2021-06-24,-1.040978841459669,1.2024845807340752,0.5517080967364125,-0.5204977811218219
2021-06-25,-1.0278682149907359,1.2380974211000186,0.5957247772712804,-0.5021352570785201
2021-06-28,-1.0767740960881615,1.1780500063509554,0.5158238263105838,-0.5320671999024087
2021-06-29,-1.1280388116611242,1.1213404738142536,0.4459435251951385,-0.6839825373713841
2021-06-30,-1.2244940646707618,0.9988487688882884,0.3116587721091743,-0.8549915491895145
2021-07-01,-1.1616018315041166,1.0782374431974424,0.4105786586710767,-0.8269889395048668
2021-07-02,-1.1492973040549095,1.1182514017617995,0.42963779306535094,-0.768772090966996
2021-07-06,-1.2191824583002162,1.0656540617241987,0.3642882040361263,-0.8412889460759149
2021-07-07,-1.1655986971318955,1.1417607377710022,0.48031916241056966,-0.7746571383803369
2021-07-08,-1.172884659994707,1.119266520695965,0.4299373840713539,-0.7473086453145763
2021-07-09,-1.0974334127056804,1.2388591475985726,0.5455207571260917,-0.6147592124883021
2021-07-12,-1.1143903068612044,1.2480791043422514,0.552502142097767,-0.6130336633182388
