,barycenter_0,barycenter_1,barycenter_2
2020-08-10,-1.1576118118452219,-0.03411323862099612,-1.1201162043599422
2020-08-11,-1.135438217068161,-0.009764800374067111,-1.094853301772593
2020-08-12,-1.0949496576671716,0.037805163479076996,-1.03196518365803
2020-08-13,-1.1303200636111814,4.501571443524622e-06,-1.074541166664795
2020-08-14,-1.1273197359278349,-0.016344474607143094,-1.063157946511747
2020-08-17,-1.1344147289244582,-0.03231541576458726,-1.0689982862907386
2020-08-18,-1.15480369690781,-0.06461061199252703,-1.0956614164439722
2020-08-19,-1.1644130996710786,-0.06743599465167807,-1.0975918926375667
2020-08-20,-1.1035717009447321,0.012992197144170499,-1.0147921687842643
2020-08-21,-1.1207054253204523,-0.018334354194536193,-1.028944551148007
2020-08-24,-1.087598325460649,0.03044088130966692,-0.991243479195837
2020-08-25,-1.0954035958169372,0.008651539776785296,-1.0030836365267202
2020-08-26,-1.0989037827685253,0.01811613608327434,-0.9998772609692173
2020-08-27,-1.1490332343637828,-0.044679947388199845,-1.048990166358772
2020-08-28,-1.1162569221377996,0.00012376267876269937,-1.0138198985083948
2020-08-31,-1.1367368997697325,-0.01654752774435293,-1.0386566387864073
2020-09-01,-1.191574915006411,-0.07653520427812542,-1.0933662541175617
2020-09-02,-1.1521394958934772,-0.017901849968197475,-1.0376611378077047
2020-09-03,-1.2739499924689603,-0.1708417849593836,-1.2047764148595916
2020-09-04,-1.2764486278061062,-0.18518165036297957,-1.204502522563687
2020-09-08,-1.3358150877513302,-0.22888547572592563,-1.2687456799368275
2020-09-09,-1.3144686972897341,-0.2049411502393752,-1.2354963067970104
2020-09-10,-1.3373138065456602,-0.23445690854649506,-1.275067488701934
2020-09-11,-1.3497873787156114,-0.24524664645975433,-1.2814860306676379
2020-09-14,-1.2825125749192976,-0.16298916778226039,-1.1946608795182332
2020-09-15,-1.2792406838233215,-0.13952239053094356,-1.173553909025603
2020-09-16,-1.224449316140394,-0.0732534120520845,-1.105557765120058
2020-09-17,-1.2418509894611973,-0.10264431346652943,-1.119147975347843
2020-09-18,-1.2698763934269008,-0.14930862589019003,-1.1577845363468713
2020-09-21,-1.2737343468655191,-0.1484308274725993,-1.1643756826895748
2020-09-22,-1.3183500508576012,-0.19405021548784843,-1.2281970273076912
2020-09-23,-1.307566209359074,-0.18914845993022428,-1.217546028456433
2020-09-24,-1.2980222440151001,-0.17956934668209243,-1.2033470560326263
2020-09-25,-1.2416757011314665,-0.10409193740553037,-1.117394441736324
2020-09-28,-1.2312296485429337,-0.07827417410925613,-1.1011203464095765
2020-09-29,-1.21151269927524,-0.04533406825784539,-1.072203674932201
2020-09-30,-1.2136298758337771,-0.0547156459946464,-1.0746433088008924
2020-10-01,-1.1915315465261636,-0.03260854425781856,-1.049720578087823
2020-10-02,-1.1542809590249927,0.017831540723296298,-0.9948442982064062
2020-10-05,-1.148391165631805,0.029071359975822338,-0.9917482501759071
2020-10-06,-1.159051445094024,0.0018990223403998671,-1.0027389313462942
2020-10-07,-1.1368490295244773,0.025716558452171932,-0.978921443331895
2020-10-08,-1.1078476318458736,0.06957904720982715,-0.9364424497239712
2020-10-09,-1.1013675074876006,0.07250063093117803,-0.916958943700622
2020-10-12,-1.0758237314480266,0.10282941156603408,-0.884491804166972
2020-10-13,-1.0812372872432126,0.10261381062049188,-0.8917839033612439
2020-10-14,-1.0864322179401384,0.08618518382431971,-0.9031803611162658
2020-10-15,-1.0462887136264387,0.13095265354144614,-0.8387401756999421
2020-10-16,-1.0458080634927518,0.1245559018031142,-0.8317930042385485
2020-10-19,-1.0188428718325682,0.15766064203183708,-0.8011849790352563
2020-10-20,-1.023363069646174,0.15203454154227328,-0.8049590644517252
2020-10-21,-1.039085678531055,0.13610024806871107,-0.8303922448592757
2020-10-22,-1.016067302595563,0.18300528227844146,-0.7842441248785225
2020-10-23,-1.0043550986090592,0.18689303194685025,-0.7702850104580972
2020-10-26,-0.9973934100079311,0.1866087725744571,-0.7599617637222897
2020-10-27,-0.9927110505899863,0.1913415627150064,-0.7546975746131012
2020-10-28,-1.0225560765091828,0.1746589718495095,-0.7992973474134949
2020-10-29,-1.0204146603318398,0.19362572850935053,-0.784788402930826
2020-10-30,-1.00797814283067,0.20583247188236925,-0.7666756213078397
2020-11-02,-0.9831846520983527,0.21502171997467362,-0.7293391921574174
2020-11-03,-0.946709605544213,0.2489513678808871,-0.6810089640819956
2020-11-04,-0.9580543584607023,0.256616878286967,-0.7048120472857116
2020-11-05,-0.9296565127661495,0.29947175840577656,-0.658682754811168
2020-11-06,-0.9404160264213545,0.2888592172849196,-0.6689493884536911
2020-11-09,-0.9047281898366102,0.3063668298681589,-0.6160351703695249
2020-11-10,-0.89540135965304,0.2910155629517575,-0.6069805644222627
2020-11-11,-0.9452921741191561,0.24804096386129676,-0.6781866883078216
2020-11-12,-0.95801093320878,0.25050028221941617,-0.6829196602638562
2020-11-13,-0.9020791246745972,0.3243666417746595,-0.6005262700550615
2020-11-16,-0.8825151571530374,0.3336014704417361,-0.5653399315271261
2020-11-17,-0.8407919693283911,0.3681290504534971,-0.5230716809932715
2020-11-18,-0.8790170578148673,0.3353288823162353,-0.5800108291775262
2020-11-19,-0.8789758677064305,0.35767527765121027,-0.5747064933204036
2020-11-20,-0.9114265666619893,0.322714540819716,-0.5984734849238585
2020-11-23,-0.849207009753204,0.39404203958161466,-0.5223389018803267
2020-11-24,-0.8456844236966687,0.37472252858488836,-0.5273832523308531
2020-11-25,-0.9087677747672556,0.32855885425234427,-0.5981547144354363
2020-11-27,-0.8795707023867948,0.3789231062368312,-0.5593893614550586
2020-11-30,-0.9840027662919666,0.26151105736426106,-0.6947173849281177
2020-12-01,-0.9508290845580014,0.28675506748145824,-0.6441689465987686
2020-12-02,-0.9840609136821913,0.24458666032456197,-0.6851208709028376
2020-12-03,-0.9842823627099927,0.25919163325164324,-0.682968539135946
2020-12-04,-1.0013332797002628,0.2413886744929168,-0.7197844349765895
2020-12-07,-1.016819217202856,0.24012769524570193,-0.7255919583927162
2020-12-08,-0.9398908571398749,0.3288868164886428,-0.6207411380996399
2020-12-09,-0.9143272154543984,0.3549459308997249,-0.5809913774104725
2020-12-10,-0.8815069002505057,0.40537123326133495,-0.5411459615040198
2020-12-11,-0.8933777031307362,0.3915659494955418,-0.555661094941034
2020-12-14,-0.9331180621970835,0.34844482797713383,-0.603211126802813
2020-12-15,-0.9196580805420225,0.3725266776162058,-0.5795748266051322
2020-12-16,-0.9278056886409431,0.35918618280559356,-0.5993897591968208
2020-12-17,-0.9370811376013304,0.3465529411894159,-0.6162491964950833
2020-12-18,-0.9200773923576817,0.36785941220567664,-0.6028966497076176
2020-12-21,-0.8851922664750528,0.42097035004432015,-0.5415120937475434
2020-12-22,-0.8653574081875837,0.4587513879018498,-0.5079329799685127
2020-12-23,-0.8281111782011864,0.5026975298437703,-0.46181563190394526
2020-12-24,-0.8481354595049784,0.4812593459328083,-0.48956705311743864
2020-12-28,-0.8225366126942721,0.5095434549333403,-0.46708117273306576
2020-12-29,-0.8033085843816671,0.5388038162731119,-0.4318409459444371
2020-12-30,-0.7955658038417347,0.5578442392455748,-0.4205706568897181
2020-12-31,-0.7870984348236056,0.5506456586848748,-0.41279586416065855
2021-01-04,-0.7707787260655636,0.5774182650513148,-0.3931365226240596
2021-01-05,-0.7537572981284778,0.6058200668756364,-0.3738021350306474
2021-01-06,-0.7510065189945793,0.6091413003612018,-0.35541089200792925
2021-01-07,-0.7393640556546628,0.636554930526702,-0.3345884364473467
2021-01-08,-0.7203976467027263,0.6679197210030444,-0.3132129949195475
2021-01-11,-0.7184949960133968,0.6644274636720503,-0.313499429806002
2021-01-12,-0.7103335403828154,0.6677304491563378,-0.3023102755527357
2021-01-13,-0.7057812951586415,0.6642224948165074,-0.2864891259704041
2021-01-14,-0.7023855923226712,0.6851325861474521,-0.27986238867940993
2021-01-15,-0.6830702250879144,0.7118933160143107,-0.2533658649475018
2021-01-19,-0.6842438685188007,0.7140969759066517,-0.25384846479659234
2021-01-20,-0.6797966460698406,0.7233720326012314,-0.24898632426187278
2021-01-21,-0.6620052546194578,0.7341081754392667,-0.22251008725233007
2021-01-22,-0.6888830626543445,0.7093371254421511,-0.2521646920617188
2021-01-25,-0.6762785957543694,0.7304889565460347,-0.235789314779071
2021-01-26,-0.687916879867933,0.7269699700571769,-0.25422675189362626
2021-01-27,-0.7037899554626093,0.7047252427122248,-0.2805284404987858
2021-01-28,-0.6809933736520593,0.7307346236844685,-0.24170647707014015
2021-01-29,-0.6896301490891859,0.7228556875443576,-0.24317695780431883
2021-02-01,-0.6507541342789388,0.7686655857557766,-0.18974575404655447
2021-02-02,-0.62372075200781,0.8100824261659708,-0.160673222726968
2021-02-03,-0.6223186226006107,0.7901054106250277,-0.16842514494745622
2021-02-04,-0.619943712886194,0.8032755133314101,-0.15880832693543734
2021-02-05,-0.6174087827852066,0.8016833686656557,-0.14654055916394057
2021-02-08,-0.609705972002813,0.8006786031509968,-0.1370218088337792
2021-02-09,-0.6071000998876649,0.8039635077147775,-0.13404533074992211
2021-02-10,-0.6477149705509506,0.7370862632175199,-0.18994562930963987
2021-02-11,-0.5893303540718294,0.8202666872379197,-0.10119684804176676
2021-02-12,-0.6001281311731098,0.8123509521904186,-0.1038621312411335
2021-02-16,-0.5742990337200714,0.8536977899816468,-0.07332184310767528
2021-02-17,-0.5662059651286445,0.8515914066654112,-0.06818006549532037
2021-02-18,-0.5916189770476702,0.8113829890763725,-0.10794111994977845
2021-02-19,-0.582879088403216,0.8296770111110094,-0.08200769827114184
2021-02-22,-0.5531982139118737,0.872323712237584,-0.049809014008346156
2021-02-23,-0.553037237053447,0.8747776261055142,-0.0506147434207764
2021-02-24,-0.566156074916086,0.8603464209220018,-0.06296098119812539
2021-02-25,-0.5751446450151521,0.8366363336568854,-0.07512195761400811
2021-02-26,-0.6269949765107963,0.786723880593015,-0.1411000824276023
2021-03-01,-0.6003918895713695,0.8139637749026332,-0.10495747789131367
2021-03-02,-0.6442643297703545,0.778735130666877,-0.15031850731606175
2021-03-03,-0.6235605853865324,0.7902022729577884,-0.13069532617513263
2021-03-04,-0.6677533367955919,0.7207851075727725,-0.19412563533377616
2021-03-05,-0.6376742450219927,0.7744157664157866,-0.14583998433270653
2021-03-08,-0.5709323100880523,0.8506747439201144,-0.06232488524336756
2021-03-09,-0.5751731386570196,0.85192456721556,-0.05533440642138952
2021-03-10,-0.5267081294074555,0.8939786446322172,-0.0005865940999067528
2021-03-11,-0.5696036496875364,0.8350862982753926,-0.04357314879043152
2021-03-12,-0.5633181662233587,0.8535811835451331,-0.03742924148925395
2021-03-15,-0.5399469999923879,0.8855271402456378,-0.00903453332354278
2021-03-16,-0.5719688549914703,0.8535142335487663,-0.05027156312787134
2021-03-17,-0.5668074511836334,0.8304300251382517,-0.05441313167114798
2021-03-18,-0.570849974266322,0.8198480734358317,-0.05535542748837994
2021-03-19,-0.500688794469928,0.909558477323997,0.04256252224755785
2021-03-22,-0.4774629362944119,0.937335023277858,0.06732040074013854
2021-03-23,-0.4766511732024197,0.9370379207592218,0.07215421008726748
2021-03-24,-0.4879720313841478,0.9044864209960471,0.050265331273313875
2021-03-25,-0.4678231105855114,0.92335180140834,0.08302276653384437
2021-03-26,-0.41835008549680874,0.982781581296995,0.15055102829101924
2021-03-29,-0.41432947566775263,0.9839492151570202,0.1436686965953363
2021-03-30,-0.43360633163704343,0.939487247031895,0.11912816325692471
2021-03-31,-0.408612794760267,0.9607579862004445,0.1516075050458314
2021-04-01,-0.3824095341162043,0.9987092616241535,0.19998111159057344
2021-04-05,-0.35647391562429276,1.0329741007255824,0.24266290180081102
2021-04-06,-0.35150704486547557,1.0433173327939573,0.24420505268435252
2021-04-07,-0.35366251936499304,1.0389416221848586,0.24005335209420456
2021-04-08,-0.3376537344083795,1.0406345546193165,0.2615669467010177
2021-04-09,-0.3220724757463223,1.0598038873441349,0.2974066577294263
2021-04-12,-0.31084960970622766,1.0636391257525415,0.3144697530899915
2021-04-13,-0.30686295457303187,1.0704053206169863,0.3145030973662184
2021-04-14,-0.30597173433553604,1.059438703314965,0.31565602932618414
2021-04-15,-0.289499810313664,1.0782866352968414,0.34950458041362736
2021-04-16,-0.25903307037102064,1.1282708796039522,0.40091960517037756
2021-04-19,-0.24747093918779323,1.1283631580802105,0.41037854511606325
2021-04-20,-0.27820588343889535,1.0805044355075542,0.3691858664828839
2021-04-21,-0.2918460326005502,1.058043604968103,0.3474468744974422
2021-04-22,-0.29350492877863227,1.0592377819978183,0.3522858426100796
2021-04-23,-0.27933954820853024,1.0921889507447273,0.3794483744146168
2021-04-26,-0.26248289162657945,1.102085914670567,0.402756714240732
2021-04-27,-0.2774041347361412,1.0780029282890056,0.3909145588205216
2021-04-28,-0.26392680612699604,1.085458002594458,0.4073678688566104
2021-04-29,-0.22435033548334005,1.1334272174018598,0.4625484603651146
2021-04-30,-0.18791659450889317,1.1782624336594885,0.513615514342731
2021-05-03,-0.18971365069066595,1.1732840899099328,0.5061622953017954
2021-05-04,-0.2056602677038075,1.1458039256519843,0.492724181630687
2021-05-05,-0.22603049080819163,1.1050343928971873,0.46167814777991273
2021-05-06,-0.20260395487829105,1.1286194963681695,0.5043791608748437
2021-05-07,-0.19437506625585074,1.1460163596761568,0.527631082931383
2021-05-10,-0.16246841778354393,1.1791169473217702,0.5707677267628074
2021-05-11,-0.2035918606981937,1.1366416111351252,0.5303251065580445
2021-05-12,-0.2152648280533282,1.121560165156924,0.5102264456698691
2021-05-13,-0.1869848033574608,1.145903267212286,0.5555802563772021
2021-05-14,-0.15890095734951354,1.1979113189355663,0.5971467454098867
2021-05-17,-0.14846296156329236,1.195860993295689,0.606913548875312
2021-05-18,-0.17277487758243226,1.1738643398511086,0.5725760504825481
2021-05-19,-0.1852617976644417,1.1436656574971782,0.5503331721100202
2021-05-20,-0.16625107470397638,1.178607399088362,0.5928037924914267
2021-05-21,-0.139120340312197,1.2215007677835934,0.6359573740638114
2021-05-24,-0.1820137068552489,1.1567548943571981,0.5704258249682064
2021-05-25,-0.20712885038329762,1.1288977163868346,0.5445559207189944
2021-05-26,-0.25222894432582865,1.0762126643395118,0.49373382715487224
2021-05-27,-0.22786129308341882,1.110832248127306,0.5310564988369191
2021-05-28,-0.22741005401192013,1.1132168025894014,0.5296188975942203
2021-06-01,-0.20822922680437017,1.123463366500205,0.5516055289116758
2021-06-02,-0.20796847067800886,1.1259493164162921,0.5573538988014484
2021-06-03,-0.20997115679940573,1.1151716856890554,0.5608417060076276
2021-06-04,-0.16586060924800816,1.1769546649609777,0.6245249101420872
2021-06-07,-0.17836842296117963,1.1717730841405265,0.620572496817126
2021-06-08,-0.19766149004758685,1.141244924187311,0.5862282879304669
2021-06-09,-0.21613945119373648,1.1303089915970175,0.5713559931690244
2021-06-10,-0.21975984015385133,1.1268349024336113,0.5653184429867456
2021-06-11,-0.2217881253965652,1.1209315878758073,0.5616978502799257
2021-06-14,-0.21333859110303705,1.1341020396038886,0.5737651949623511
2021-06-15,-0.18221609160675786,1.157296769354252,0.614350801267884
2021-06-16,-0.19393618163677598,1.1401994583817499,0.6004586196194152
2021-06-17,-0.17058719083991927,1.164563447636707,0.6325023317360566
2021-06-18,-0.19655887640028807,1.1399753482123003,0.5973609499150655
2021-06-21,-0.17972952935789183,1.1619897926609544,0.6239398287637629
2021-06-22,-0.1590904946411217,1.1756274932414832,0.651874758511666
2021-06-23,-0.18055294260512814,1.1405876011525624,0.6176884022602908
2021-06-24,-0.1715341009854674,1.1383572418967736,0.6300497230293344
2021-06-25,-0.1679180353529243,1.1576157565661458,0.6414993927880618
2021-06-28,-0.15368356897102528,1.1850870032845116,0.6711852660523773
2021-06-29,-0.13857176218967265,1.206900374130423,0.7000574042197263
2021-06-30,-0.1560802616546907,1.1889740156740483,0.6773606153554358
2021-07-01,-0.13017140856028303,1.2282780752763423,0.7133328339912192
2021-07-02,-0.13380190362732963,1.2275152919209464,0.7105878742359899
2021-07-06,-0.1413601038970227,1.2195472819083233,0.7118647394799846
2021-07-07,-0.14355912491761022,1.210507929000975,0.7129894122148164
2021-07-08,-0.14515384295151892,1.208090309227418,0.7074810297472475
2021-07-09,-0.11707152480170402,1.2326515625920396,0.7494317079209245
2021-07-12,-0.1223748926874656,1.2479531831754784,0.7577425232671029
2021-07-13,-0.10045799326965055,1.2729600556519547,0.7896538886844886
2021-07-14,-0.10766245290040151,1.2630771347038992,0.7781936572554209
2021-07-15,-0.13239038092679847,1.2179344455651089,0.7411781240287324
2021-07-16,-0.1243821913274701,1.2233389217599115,0.7557401545963068
2021-07-19,-0.1679292222608314,1.188711977015527,0.7042467750213844
2021-07-20,-0.16351900433933766,1.1894043541039647,0.7070052273935592
