,barycenter_0,barycenter_1,barycenter_2
2020-01-02,-0.09333141369271725,0.2943648148456386,1.8292181569938026
2020-01-03,-0.8006731545007024,-0.5480334776535363,2.849087805668964
2020-01-06,-1.1816061112366274,-1.5986491740980036,1.0511082981214344
2020-01-07,-1.4165856185708317,-1.097875490906025,1.3930034996775988
2020-01-08,-2.055885492385771,-1.2603406444831426,0.7729107137416227
2020-01-09,-1.7564803073742565,-1.1136180373446882,-0.2147406150993528
2020-01-10,-1.6209988531486823,-1.0953390904169367,0.24450689449948623
2020-01-13,-1.5444446305785522,-1.026060247962805,0.4436996906166902
2020-01-14,-1.566220275768584,-0.76900706604494,0.8979731291813995
2020-01-15,-1.564280007518492,-1.0797036496371377,0.560647061117864
2020-01-16,-1.564403899810928,-1.087541308248892,0.34310343417800226
2020-01-17,-1.5644144017925186,-1.1560805919390225,0.18554368353028575
2020-01-21,-1.5642965422135662,-0.953621057398134,0.19908836661899046
2020-01-22,-1.5642965422135662,-0.2764302995426459,0.21594406795005294
2020-01-23,-1.5642965422135662,-0.9930194767047711,0.1867093005816401
2020-01-24,-1.5642965422135662,-1.191559164458887,0.0906149412900445
2020-01-27,-1.5642965422135662,-1.3859602656766776,0.19585970688631205
2020-01-28,-1.5642932484631826,-1.3288167143419645,0.18768121647072783
2020-01-29,-1.5643654491326997,-1.4446309793593364,0.18905100671668743
2020-01-30,-1.5619729060146423,-1.350137802468239,0.18872731716061375
2020-01-31,-1.5763237284535438,-1.369866333316375,0.18872731716061375
2020-02-03,-1.5291787039450484,-1.3690438857131575,0.18872731716061375
2020-02-04,-1.4054199589078384,-1.3693858649187236,0.18872731716061375
2020-02-05,-1.5257946524136263,-1.3693858649187236,0.18872731716061375
2020-02-06,-1.5905407579469215,-1.3693858649187236,0.18872731716061375
2020-02-07,-1.5632076504177184,-1.3693858649187236,0.18872731716061375
2020-02-10,-1.5680484509134558,-1.3693858649187236,0.18872731716061375
2020-02-11,-1.56695669128912,-1.3693858649187236,0.18872731716061375
2020-02-12,-1.5672910128127875,-1.3693858649187236,0.18872731716061375
2020-02-13,-1.5672910128127875,-1.3693858649187236,0.18872731716061375
2020-02-14,-1.5672910128127875,-1.3693858649187236,0.18872731716061375
2020-02-18,-1.5672910128127875,-1.3693858649187236,0.18872731716061375
2020-02-19,-1.5672910128127875,-1.3693858649187236,0.18872731716061375
2020-02-20,-1.5672910128127875,-1.3693858649187236,0.18872731716061375
2020-02-21,-1.5672910128127875,-1.3693858649187236,0.18872731716061375
2020-02-24,-1.5672910128127875,-1.3693858649187236,0.18872731716061375
2020-02-25,-1.5672910128127875,-1.3684035647998565,0.18872731716061375
